Window,MAE,RMSE,R2,MAPE,Accuracy (%)
Window 1 (90 min),319.4025411961402,378.71349754818624,-0.05381273493886907,0.7341922731389752,26.580772686102485
Window 2 (60 min),465.2324837436489,530.3240600074015,-0.5615969384938033,0.4541505159500991,54.58494840499009
Window 3 (45 min),367.4229406889475,422.2643733713295,-0.05569686807981977,1.1117714166482096,0.0
Window 4 (30 min),227.76031827409764,260.57227935232663,-0.4601701670293965,0.6010371232603953,39.89628767396047
Window 5 (15 min),189.781704939058,229.8089958437049,-0.1762176964519373,0.3697103176629734,63.028968233702656
